time,open,high,low,close,Volume
1714645800,19187.71235718573,19210.628596191655,19184.438608756314,19199.44328905781,3280
1714647600,19201.08016327252,19220.995466218144,19197.8064148431,19205.990785916645,3962
1714649400,19205.990785916645,19205.990785916645,19169.97955319305,19174.61736346806,5208
1714651200,19174.61736346806,19203.53547459458,19173.52611399159,19181.164860326895,5927
1714653000,19183.892984018075,19227.54296307698,19160.431120273915,19180.61923558866,18314
1714654800,19181.437672696014,19192.35016746074,19160.703932643035,19187.166732447495,11501
1714656600,19187.43954481661,19208.718909607825,19078.31459716936,19095.5017764238,91378
1714658400,19097.13865063851,19108.86958251059,18972.73621032064,19094.956151685565,78839
1714660200,19094.41052694733,19139.151755482704,19036.02867995605,19127.69363597974,47452
1714662000,19128.239260717975,19164.796118179805,19111.324893832654,19119.23645253708,33311
1714663800,19119.509264906195,19174.34455109894,19084.04365692084,19164.25049344157,29297
1714665600,19164.25049344157,19169.161116085696,19105.050209342935,19139.69738022094,22423
1714667400,19139.970192590055,19141.33425443565,19089.499904303204,19130.96738440916,22516
1714669200,19130.96738440916,19213.629532251955,19130.96738440916,19211.17422092989,28608
1714671000,19210.90140856077,19223.723589909325,19178.70954900483,19200.261726165165,19498
1714672800,19201.08016327252,19244.73014233142,19192.07735509162,19237.091395996114,22163
1714674600,19237.091395996114,19284.01512348443,19232.99921045934,19276.64918951824,23812
1714676400,19276.64918951824,19299.292616155046,19250.73201445202,19281.28699979325,25802
1714678200,19281.28699979325,19287.01605954473,19218.54015489608,19258.643573156445,44487
1714680000,19258.643573156445,19296.29168009475,19254.005762881436,19268.19200607558,14535
1714681800,19268.19200607558,19375.407267139006,19243.09326811671,19362.03946105222,13479
1714687200,19363.40352289781,19433.24348939205,19339.94165915365,19383.046013474315,7707
1714689000,19383.86445058167,19383.86445058167,19354.67352708603,19366.677271327226,2243
1714690800,19366.950083696345,19382.50038873608,19358.7657126228,19367.49570843458,2127
1714692600,19367.49570843458,19377.86257846107,19364.221960005165,19374.58883003165,780
1714694400,19373.770392924296,19376.771328984596,19356.03758893162,19366.40445895811,1794
1714696200,19367.22289606546,19393.412883500805,19366.677271327226,19383.59163821255,1705
1714698000,19384.410075319905,19399.68756799052,19381.95476399784,19397.232256668456,1495
1714699800,19396.95944429934,19410.05443801701,19391.503196916976,19393.140071131686,2372
1714701600,19393.412883500805,19395.32257008463,19384.410075319905,19385.22851242726,1408
1714703400,19385.22851242726,19390.139135071386,19378.408203199306,19381.409139259606,982
1714705200,19381.136326890486,19387.68382374932,19378.408203199306,19381.136326890486,767
1714707000,19381.681951628725,19390.411947440505,19379.772265044896,19383.86445058167,645
1714708800,19383.59163821255,19387.411011380205,19378.95382793754,19381.136326890486,553
1714710600,19381.136326890486,19381.136326890486,19367.49570843458,19371.042269233116,1154
1714712400,19371.042269233116,19375.407267139006,19364.7675847434,19367.7685208037,1056
1714714200,19367.49570843458,19381.95476399784,19367.49570843458,19376.49851661548,960
1714716000,19376.22570424636,19377.044141353716,19350.03571681102,19355.219151824265,3175
1714717800,19355.219151824265,19361.221023944865,19350.03571681102,19351.945403394846,2167
1714719600,19352.218215763965,19359.03852499192,19336.395098355115,19338.57759730806,3131
1714721400,19339.396034415415,19366.13164658899,19337.486347831586,19366.13164658899,2323
1714723200,19365.586021850755,19378.95382793754,19360.12977446839,19375.13445476989,3428
1714725000,19374.58883003165,19389.866322702266,19370.769456864,19380.86351452137,3007
1714726800,19381.409139259606,19384.682887689025,19362.585085790455,19367.49570843458,2146
1714728600,19366.677271327226,19382.50038873608,19363.676335266926,19380.59070215225,1793
1714730400,19381.136326890486,19401.32444220523,19378.95382793754,19391.23038454786,3009
1714732200,19391.503196916976,19394.231320608156,19371.86070634047,19373.49758055518,2268
1714734000,19372.951955816945,19393.140071131686,19371.58789397135,19392.867258762566,2578
1714735800,19392.59444639345,19393.68569586992,19359.03852499192,19367.22289606546,3080
1714737600,19366.40445895811,19430.51536570087,19362.312273421336,19363.13071052869,5417
1714739400,19377.86257846107,19601.29590876882,19362.312273421336,19559.828428662866,41024
1714741200,19558.73717918639,19607.57059325854,19550.00718337461,19596.385286124696,17780
1714743000,19596.112473755577,19662.95150418952,19554.3721812805,19643.309013613016,81696
1714744800,19643.309013613016,19697.325862698406,19526.54531963045,19581.10779345408,88688
1714746600,19581.10779345408,19631.85089411005,19544.823748361367,19560.919678139337,42750
1714748400,19561.192490508456,19590.110601634977,19528.18219384516,19584.10872951438,29462
1714750200,19584.381541883497,19647.674011518906,19584.10872951438,19628.304333311517,27881
1714752000,19628.304333311517,19643.309013613016,19614.936527224727,19628.304333311517,17772
1714753800,19628.577145680636,19651.22057231744,19601.023096399702,19612.208403533547,16691
1714755600,19612.481215902666,19647.128386780667,19608.38903036589,19630.214019895346,14078
1714757400,19630.214019895346,19642.21776413654,19606.479343782066,19627.213083835046,14424
1714759200,19627.48589620416,19669.771813417472,19626.667459096807,19659.132131021866,14719
1714761000,19659.404943390986,19672.772749477772,19640.85370229095,19652.039009424796,14598
1714762800,19652.31182179391,19669.226188679237,19641.12651466007,19660.223380498337,14967
1714764600,19659.95056812922,19661.041817605692,19629.12277041887,19644.12745072037,32522
1714766400,19644.12745072037,19672.499937108656,19642.49057650566,19664.58837840423,9979
1714768200,19665.134003142466,19670.863062893946,19662.133067082166,19670.31743815571,2451
1714946400,19694.324926638106,19712.057730630786,19670.863062893946,19683.958056611616,3413
1714948200,19683.41243187338,19685.594930826326,19677.137747383662,19677.41055975278,744
1714950000,19677.41055975278,19679.320246336607,19662.95150418952,19668.680563941,1448
1714951800,19668.134939202766,19670.04462578659,19643.309013613016,19647.94682388802,2421
1714953600,19647.94682388802,19658.31369391451,19637.579953861532,19641.944951767422,2611
1714955400,19642.21776413654,19650.674947579206,19637.034329123297,19649.038073364496,1329
1714957200,19649.038073364496,19655.58557022333,19646.85557441155,19650.94775994832,1144
1714959000,19650.94775994832,19655.58557022333,19641.672139398306,19654.494320746857,1360
1714960800,19655.039945485096,19658.31369391451,19650.129322840967,19655.039945485096,938
1714962600,19654.494320746857,19654.767133115976,19647.128386780667,19648.49244862626,562
1714964400,19648.21963625714,19650.674947579206,19642.21776413654,19643.309013613016,677
1714966200,19644.673075458606,19650.94775994832,19640.85370229095,19648.49244862626,669
1714968000,19649.038073364496,19649.58369810273,19639.21682807624,19641.672139398306,541
1714969800,19641.672139398306,19643.036201243896,19631.032457002697,19637.034329123297,802
1714971600,19636.21589201594,19641.12651466007,19625.576209620336,19627.75870857328,1396
1714973400,19627.48589620416,19642.49057650566,19624.75777251298,19637.85276623065,1203
1714975200,19637.579953861532,19656.676819699802,19637.579953861532,19653.675883639502,1810
1714977000,19653.94869600862,19667.589314464527,19651.22057231744,19662.405879451282,2016
1714978800,19662.6786918204,19673.863998954246,19649.310885733612,19652.85744653215,3023
1714980600,19652.85744653215,19669.226188679237,19643.036201243896,19643.309013613016,3299
1714982400,19643.58182598213,19677.41055975278,19643.036201243896,19676.04649790719,3408
1714984200,19675.500873168956,19682.321182396907,19668.680563941,19673.31837421601,2127
1714986000,19673.591186585127,19687.231805041036,19669.771813417472,19683.41243187338,2168
1714987800,19683.685244242497,19692.415240054277,19678.501809229252,19690.232741101332,2022
1714989600,19689.687116363097,19702.782110080767,19688.595866886626,19701.690860604296,2790
1714991400,19701.690860604296,19707.692732724896,19687.50461741015,19699.50836165135,3728
1714993200,19699.50836165135,19699.50836165135,19682.593994766026,19691.323990577806,3075
1714995000,19691.596802946926,19698.417112174877,19684.230868980736,19688.868679255742,2984
1714996800,19688.868679255742,19716.422728536676,19683.41243187338,19713.694604845492,4704
1714998600,19713.421792476376,19721.878975919037,19702.782110080767,19707.147107986657,5711
1715000400,19706.60148324842,19727.880848039636,19701.145235866057,19723.515850133746,7276
1715002200,19723.515850133746,19762.25520654852,19689.14149162486,19762.25520654852,61047
1715004000,19762.25520654852,19770.166765252947,19728.69928514699,19745.068027294077,33635
1715005800,19745.340839663197,19763.61926839411,19738.247718066126,19749.705837569087,22447
1715007600,19749.705837569087,19755.707709689686,19727.880848039636,19748.614588092616,18786
1715009400,19749.16021283085,19775.077387897072,19745.613652032316,19763.89208076323,17066
1715011200,19764.164893132347,19764.983330239702,19715.877103798437,19740.15740464995,19810
1715013000,19739.884592280832,19772.62207657501,19736.06521911318,19770.712389991182,18912
1715014800,19770.9852023603,19779.442385802962,19743.976777817606,19764.437705501467,18273
1715016600,19764.710517870582,19786.808319769152,19758.981458119102,19782.71613423238,11822
1715018400,19782.71613423238,19811.361432989786,19777.259886850017,19802.358624808887,17004
1715020200,19802.631437178006,19809.451746405957,19785.444257923562,19801.540187701532,13646
1715022000,19801.267375332412,19804.541123761832,19783.807383708852,19795.538315580932,12747
1715023800,19795.265503211816,19858.83078521634,19785.444257923562,19857.739535739867,36569
1715025600,19857.739535739867,19862.104533645757,19838.097045163362,19843.826104914842,14084
1715027400,19843.826104914842,19847.09985334426,19842.189230700133,19844.917354391317,2051
1715032800,19849.282352297207,19849.282352297207,19834.00485962659,19845.462979129552,1509
1715034600,19844.644542022197,19853.10172546486,19841.37079359278,19852.010475988387,956
1715036400,19851.737663619268,19857.193911001632,19840.825168854542,19846.281416236907,1497
1715038200,19846.008603867787,19847.918290451616,19838.36985753248,19843.553292545726,1056
1715040000,19843.280480176607,19847.918290451616,19836.187358579537,19839.188294639836,1429
1715041800,19838.642669901597,19838.915482270717,19829.367049351582,19836.460170948652,1362
1715043600,19837.00579568689,19837.278608056007,19826.6389256604,19832.095173042762,1756
1715045400,19831.822360673646,19842.73485543837,19827.457362767756,19840.552356485427,1215
1715047200,19840.552356485427,19844.09891728396,19835.096109103062,19844.09891728396,917
1715049000,19843.553292545726,19846.008603867787,19837.278608056007,19838.36985753248,943
1715050800,19837.824232794243,19846.827040975142,19836.187358579537,19842.73485543837,842
1715052600,19842.73485543837,19848.191102820732,19840.279544116307,19847.918290451616,612
1715054400,19847.918290451616,19850.10078940456,19839.461107008952,19841.643605961897,701
1715056200,19841.643605961897,19847.09985334426,19839.73391937807,19843.553292545726,790
1715058000,19844.09891728396,19847.645478082497,19840.825168854542,19845.462979129552,602
1715059800,19844.917354391317,19845.73579149867,19837.278608056007,19838.642669901597,747
1715061600,19838.915482270717,19847.918290451616,19838.915482270717,19839.73391937807,1480
1715063400,19839.73391937807,19848.73672755897,19837.551420425127,19845.73579149867,1291
1715065200,19845.73579149867,19856.921098632512,19833.732047257472,19837.00579568689,3722
1715067000,19837.824232794243,19843.553292545726,19820.90986590892,19821.728303016273,2757
1715068800,19822.546740123627,19837.278608056007,19811.634245358902,19832.640797781,4611
1715070600,19831.822360673646,19856.102661525158,19831.276735935407,19855.011412048687,2982
1715072400,19855.011412048687,19859.649222323696,19838.36985753248,19839.461107008952,2617
1715074200,19839.73391937807,19840.279544116307,19821.728303016273,19832.913610150117,2900
1715076000,19832.095173042762,19835.914546210417,19822.819552492747,19826.6389256604,2392
1715077800,19826.366113291282,19842.189230700133,19825.27486381481,19840.006731747188,2158
1715079600,19840.006731747188,19844.371729653078,19812.998307204492,19817.636117479502,4788
1715081400,19817.636117479502,19824.729239076572,19807.269247453012,19822.819552492747,3852
1715083200,19822.546740123627,19834.00485962659,19817.363305110382,19818.181742217737,3801
1715085000,19817.363305110382,19856.375473894277,19817.090492741267,19852.283288357507,6519
1715086800,19852.283288357507,19875.472339732547,19848.73672755897,19871.92577893401,11808
1715088600,19873.017028410482,19900.025452953178,19847.645478082497,19853.374537833977,62128
1715090400,19853.647350203097,19887.203271604627,19840.825168854542,19848.191102820732,42674
1715092200,19847.918290451616,19917.212632207622,19844.371729653078,19915.575757992912,36131
1715094000,19915.84857036203,19930.307625925292,19904.936075597307,19910.392322979667,29534
1715095800,19910.937947717903,19925.669815650283,19898.115766369352,19918.031069314977,18746
1715097600,19918.303881684093,19930.307625925292,19913.938883778203,19922.123254851747,15386
1715099400,19922.396067220867,19925.397003281167,19891.841081879636,19904.390450859068,22388
1715101200,19904.390450859068,19927.033877495873,19898.661391107587,19920.759193006157,16179
1715103000,19920.759193006157,19933.035749616472,19842.73485543837,19853.920162572213,30701
1715104800,19854.46578731045,19875.745152101666,19834.550484364827,19845.462979129552,27159
1715106600,19845.190166760432,19856.921098632512,19824.183614338337,19854.46578731045,23812
1715108400,19854.738599679567,19869.470467611947,19839.73391937807,19861.013284169287,18572
1715110200,19861.013284169287,19883.383898436972,19847.09985334426,19856.921098632512,35989
1715112000,19856.921098632512,19877.654838685492,19853.374537833977,19868.652030504592,8842
1715113800,19869.19765524283,19869.19765524283,19855.011412048687,19858.285160478103,1935
1715119200,19854.192974941332,19857.46672337075,19840.006731747188,19855.557036786922,2296
1715121000,19856.375473894277,19865.378282075177,19855.284224417806,19864.559844967822,1146
1715122800,19864.559844967822,19870.016092350183,19860.740471800167,19864.014220229586,1018
1715124600,19863.741407860467,19869.470467611947,19856.921098632512,19865.651094444293,943
1715126400,19865.651094444293,19874.108277886957,19861.558908907522,19869.470467611947,1476
1715128200,19869.743279981067,19872.198591303128,19864.559844967822,19870.016092350183,823
1715130000,19870.016092350183,19877.654838685492,19866.742343920767,19869.470467611947,1239
1715131800,19868.924842873712,19872.744216041367,19863.741407860467,19865.105469706057,1070
1715133600,19865.378282075177,19870.56171708842,19861.83172127664,19865.105469706057,1121
1715135400,19864.832657336938,19867.015156289883,19855.011412048687,19862.377346014877,1477
1715137200,19862.104533645757,19864.287032598702,19854.192974941332,19856.375473894277,756
1715139000,19856.375473894277,19864.014220229586,19852.283288357507,19854.738599679567,1181
1715140800,19854.192974941332,19857.193911001632,19851.46485125015,19852.010475988387,574
1715142600,19852.556100726622,19852.828913095742,19844.917354391317,19845.462979129552,1173
1715144400,19845.462979129552,19849.555164666323,19840.006731747188,19843.280480176607,1369
1715146200,19843.007667807487,19856.921098632512,19842.73485543837,19854.46578731045,1050
1715148000,19855.011412048687,19861.558908907522,19844.371729653078,19853.10172546486,1602
1715149800,19853.647350203097,19864.014220229586,19850.919226511916,19857.46672337075,1534
1715151600,19857.46672337075,19875.472339732547,19855.284224417806,19868.924842873712,3498
1715153400,19869.470467611947,19873.56265314872,19859.376409954577,19861.83172127664,1862
1715155200,19862.377346014877,19879.018900531082,19852.556100726622,19873.017028410482,3998
1715157000,19873.289840779602,19874.108277886957,19850.373601773677,19852.556100726622,2731
1715158800,19852.283288357507,19860.467659431048,19847.645478082497,19850.373601773677,2163
1715160600,19849.827977035442,19864.014220229586,19848.191102820732,19854.192974941332,1693
1715162400,19854.46578731045,19860.740471800167,19840.825168854542,19856.375473894277,3063
1715164200,19856.375473894277,19858.83078521634,19838.642669901597,19840.825168854542,2823
1715166000,19841.37079359278,19844.371729653078,19814.90799378832,19815.453618526557,5801
1715167800,19815.999243264792,19825.547676183927,19802.904249547122,19809.17893403684,6583
1715169600,19808.906121667722,19808.906121667722,19746.977713877906,19748.068963354377,13617
1715171400,19748.341775723497,19755.707709689686,19721.606163549917,19743.15834071025,11807
1715173200,19742.612715972016,19748.341775723497,19731.42740883817,19733.337095421997,9131
1715175000,19734.155532529352,19833.186422519237,19728.153660408756,19825.820488553047,63333
1715176800,19825.820488553047,19872.744216041367,19807.81487219125,19865.651094444293,39538
1715178600,19865.651094444293,19906.845762181132,19852.828913095742,19880.928587114908,33694
1715180400,19880.928587114908,19899.207015845823,19829.6398617207,19845.73579149867,32417
1715182200,19846.008603867787,19853.10172546486,19821.728303016273,19832.913610150117,23535
1715184000,19832.913610150117,19851.46485125015,19823.6379896001,19837.824232794243,16072
1715185800,19838.097045163362,19842.73485543837,19811.634245358902,19825.820488553047,18370
1715187600,19826.093300922163,19839.73391937807,19793.901441366226,19800.994562963297,23931
1715189400,19800.44893822506,19838.915482270717,19796.356752688287,19837.551420425127,16205
1715191200,19837.824232794243,19853.647350203097,19829.094236982462,19846.281416236907,16949
1715193000,19846.554228606023,19854.192974941332,19826.093300922163,19830.185486458937,14190
1715194800,19831.00392356629,19848.191102820732,19811.90705772802,19843.553292545726,18157
1715196600,19843.280480176607,19862.377346014877,19840.006731747188,19842.189230700133,29105
1715198400,19842.73485543837,19843.826104914842,19813.271119573612,19821.182678278037,12059
1715200200,19821.455490647157,19826.093300922163,19809.997371144196,19817.90892984862,2466
1715205600,19817.90892984862,19833.186422519237,19809.724558775077,19832.640797781,1773
1715207400,19832.640797781,19834.277671995707,19823.092364861866,19826.366113291282,701
1715209200,19825.547676183927,19825.820488553047,19818.727366955976,19824.183614338337,684
1715211000,19824.183614338337,19827.730175136872,19817.090492741267,19818.727366955976,567
1715212800,19819.27299169421,19824.183614338337,19809.724558775077,19818.181742217737,1571
1715214600,19818.727366955976,19829.094236982462,19818.727366955976,19823.910801969218,844
1715216400,19823.910801969218,19826.366113291282,19813.271119573612,19813.816744311847,924
1715218200,19814.089556680967,19835.36892147218,19813.54393194273,19832.640797781,1266
1715220000,19832.913610150117,19833.732047257472,19819.000179325092,19819.545804063328,939
1715221800,19820.364241170682,19823.910801969218,19817.90892984862,19821.728303016273,769
1715223600,19822.001115385392,19825.002051445692,19818.727366955976,19822.819552492747,451
1715225400,19823.092364861866,19823.365177230982,19814.635181419202,19816.817680372147,655
1715227200,19816.27205563391,19818.181742217737,19811.361432989786,19811.634245358902,564
1715229000,19811.361432989786,19814.90799378832,19804.81393613095,19805.632373238303,787
1715230800,19805.905185607422,19810.270183513312,19801.540187701532,19802.631437178006,1000
1715232600,19802.631437178006,19812.17987009714,19800.17612585594,19805.632373238303,1105
1715234400,19805.086748500067,19806.996435083896,19796.629565057407,19800.994562963297,1403
1715236200,19800.994562963297,19804.541123761832,19793.355816627987,19793.628628997107,1381
1715238000,19793.355816627987,19819.27299169421,19781.897697125027,19783.261758970617,4458
1715239800,19783.807383708852,19797.44800216476,19773.440513682366,19779.71519817208,3376
1715241600,19780.533635279437,19799.357688748587,19775.895825004427,19791.991754782397,3251
1715243400,19791.71894241328,19792.810191889752,19776.714262111782,19778.35113632649,2232
1715245200,19778.078323957372,19784.08019607797,19755.707709689686,19772.076451836772,3327
1715247000,19771.803639467656,19784.35300844709,19770.9852023603,19784.35300844709,1573
1715248800,19784.35300844709,19811.90705772802,19782.170509494146,19806.450810345657,3245
1715250600,19806.450810345657,19811.088620620667,19787.899569245626,19790.354880567687,2313
1715252400,19789.809255829452,19807.269247453012,19779.71519817208,19787.899569245626,4458
1715254200,19787.35394450739,19822.001115385392,19785.171445554442,19813.54393194273,4622
1715256000,19813.271119573612,19820.364241170682,19796.08394031917,19812.17987009714,4550
1715257800,19813.54393194273,19861.286096538402,19813.54393194273,19850.646414142797,15656
1715259600,19850.646414142797,19872.198591303128,19839.188294639836,19846.554228606023,11336
1715261400,19846.281416236907,19865.105469706057,19761.163957072047,19814.362369050086,64940
1715263200,19814.089556680967,19846.827040975142,19783.261758970617,19807.54205982213,48064
1715265000,19807.269247453012,19884.747960282562,19806.996435083896,19872.744216041367,43019
1715266800,19872.471403672247,19894.842017939933,19871.652966564892,19892.932331356107,26627
1715268600,19892.932331356107,19901.389514798768,19829.094236982462,19837.551420425127,27048
1715270400,19837.824232794243,19864.559844967822,19828.00298750599,19856.648286263397,19893
1715272200,19856.648286263397,19883.65671080609,19839.73391937807,19876.2907768399,17128
1715274000,19875.745152101666,19896.478892154642,19847.645478082497,19883.383898436972,28959
1715275800,19883.929523175208,19886.384834497272,19865.378282075177,19867.833593397238,13183
1715277600,19867.833593397238,19880.110150007557,19850.373601773677,19878.746088161963,16228
1715279400,19879.018900531082,19903.572013751713,19872.471403672247,19895.660455047288,17767
1715281200,19895.38764267817,19898.38857873847,19865.923906813412,19869.743279981067,17770
1715283000,19869.743279981067,19882.838273698737,19855.82984915604,19877.92765105461,34901
1715284800,19877.92765105461,19904.663263228187,19872.744216041367,19896.478892154642,9704
1715286600,19896.478892154642,19896.751704523762,19882.838273698737,19883.383898436972,1846
1715292000,19889.112958188452,19897.024516892878,19878.473275792847,19894.842017939933,1313
1715293800,19894.569205570817,19901.389514798768,19890.749832403162,19896.751704523762,1038
1715295600,19896.478892154642,19901.662327167887,19893.477956094343,19898.661391107587,888
1715297400,19899.207015845823,19909.573885872313,19894.296393201697,19894.569205570817,1578
1715299200,19894.842017939933,19897.570141631117,19890.204207664927,19893.750768463462,985
1715301000,19894.02358083258,19895.38764267817,19886.112022128153,19894.842017939933,1089
1715302800,19895.114830309052,19898.661391107587,19885.020772651682,19886.112022128153,1096
1715304600,19885.566397389917,19889.385770557572,19880.382962376672,19880.655774745792,1353
1715306400,19880.655774745792,19885.566397389917,19878.473275792847,19881.201399484027,931
1715308200,19880.928587114908,19882.2926489605,19876.836401578137,19881.201399484027,865
1715310000,19880.928587114908,19885.020772651682,19880.382962376672,19883.65671080609,520
1715311800,19883.65671080609,19885.020772651682,19875.472339732547,19879.837337638437,811
1715313600,19879.2917129002,19882.565461329617,19877.382026316373,19881.201399484027,1164
1715315400,19881.201399484027,19892.113894248752,19881.201399484027,19891.295457141397,980
1715317200,19891.02264477228,19897.297329261997,19888.02170871198,19891.02264477228,1545
1715319000,19891.295457141397,19900.571077691417,19889.65858292669,19891.02264477228,1513
1715320800,19891.02264477228,19903.299201382597,19884.202335544327,19900.298265322297,1877
1715322600,19900.571077691417,19921.577630113512,19895.114830309052,19919.667943529683,2315
1715324400,19920.486380637038,19945.857930965027,19916.394195100267,19924.578566173812,5826
1715326200,19925.124190912047,19926.761065126757,19907.391386919368,19909.028261134077,2395
1715328000,19909.846698241432,19933.308561985592,19894.842017939933,19929.762001187057,4565
1715329800,19930.307625925292,19960.589798897403,19927.57950223411,19960.316986528287,3526
1715331600,19960.044174159168,19972.047918400367,19955.679176253278,19960.589798897403,5113
1715333400,19960.316986528287,19977.231353413612,19960.044174159168,19972.320730769483,3325
1715335200,19972.320730769483,19973.957604984193,19956.497613360632,19960.589798897403,3306
1715337000,19960.044174159168,19969.319794709183,19954.042302038568,19959.225737051813,2473
1715338800,19959.498549420932,19971.50229366213,19950.495741240033,19956.224800991513,3550
1715340600,19955.951988622397,19960.862611266522,19945.585118595907,19953.769489669452,2857
1715342400,19953.496677300333,19972.047918400367,19947.221992810617,19969.865419447422,4380
1715344200,19970.683856554777,19970.956668923893,19915.030133254677,19918.303881684093,10544
1715346000,19918.84950642233,19947.221992810617,19912.847634301732,19941.765745428253,9951
1715347800,19941.765745428253,20022.245394318103,19923.21450432822,20001.238841896007,61590
